long_name,overall,age,height_cm,weight_kg,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed
niko hansen,63,22,178,77,3,85,58,56,63,34,57,49,58,55,66,48,60,61,60,48,66,84,85,69,56,76,62,80,58,57,57,49,43,59,49,59,65,33,23,31,8,9,12,12,12,0
scott mctominay,63,20,193,88,2,64,59,63,57,59,68,66,55,66,68,53,55,45,34,62,64,61,66,54,62,39,64,63,60,75,61,64,57,61,63,62,57,58,60,57,9,6,6,10,11,0
yosimar quinones,63,28,189,82,2,57,31,33,33,63,71,24,31,73,43,25,23,23,28,26,37,60,55,45,65,48,38,45,57,88,27,50,63,22,31,39,49,64,62,51,9,10,7,11,12,0
jakob nerwinski,63,22,183,79,2,84,31,52,61,58,69,58,24,54,55,21,60,49,18,51,60,82,85,74,56,59,45,75,73,70,29,60,52,47,49,32,41,57,63,62,14,12,12,11,7,0
walker hume,63,23,196,92,2,52,38,39,32,59,75,29,30,70,50,35,21,23,21,46,42,53,52,37,62,33,50,64,51,91,43,66,56,38,34,35,43,57,61,52,8,6,13,14,10,0
emmanuel latte lath,63,18,180,75,3,72,63,55,66,32,56,59,67,58,56,57,68,53,49,51,68,75,70,64,47,66,65,45,61,62,54,39,25,65,55,65,58,31,31,29,7,9,5,8,5,0
esmiraldo sa silva,63,19,184,77,3,69,63,53,63,26,52,56,68,53,60,57,65,43,45,49,63,67,70,56,54,62,62,44,46,63,60,32,22,60,45,50,50,23,21,26,8,6,14,8,9,0
karl larson,63,25,176,75,2,68,29,53,56,59,71,59,27,50,56,25,55,32,30,55,51,70,66,68,55,71,27,60,85,64,29,75,62,43,51,39,59,61,58,63,8,9,6,13,13,0
ian sirelius,63,29,177,78,2,71,56,55,62,37,66,55,61,44,61,46,62,43,38,58,59,73,69,71,61,69,60,53,70,69,45,58,45,66,51,48,58,32,35,33,12,11,11,6,9,0
filippo melegoni,63,18,186,74,3,58,55,66,63,50,50,59,53,49,68,50,60,59,57,70,66,63,53,66,60,73,66,48,42,52,47,53,40,55,69,64,59,46,58,58,12,13,6,7,7,0
shogo nakahara,63,23,177,68,3,75,51,60,61,35,55,65,53,45,66,32,64,42,48,53,57,73,76,56,49,72,53,40,68,56,48,41,29,57,55,51,51,38,35,32,5,15,9,14,11,0
shinya yajima,63,23,171,67,3,69,54,63,64,40,60,61,44,39,68,49,62,52,55,65,64,70,68,65,60,79,68,61,76,54,63,53,39,56,60,64,58,36,45,42,14,11,5,9,11,0
lumor agbenyenu,63,20,175,70,3,79,52,53,69,58,68,59,51,60,59,42,69,55,32,43,64,78,80,77,65,80,65,90,80,65,46,57,60,58,47,43,54,53,60,56,6,12,7,10,5,0
alexis ferrante,63,22,175,74,2,82,62,49,67,21,60,45,62,48,55,53,65,46,46,38,65,83,81,82,59,73,64,64,72,56,62,55,16,63,54,60,73,19,19,12,9,9,13,6,10,0
jorge cuenca barreno,63,17,187,68,2,60,35,50,41,63,60,40,27,66,64,31,29,29,26,58,48,58,62,58,59,64,55,67,59,58,36,63,58,21,41,44,54,66,64,61,10,12,5,14,12,0
ivan rako,63,20,182,66,3,71,51,62,69,43,38,52,52,38,70,46,70,56,53,68,74,76,66,70,50,50,60,39,37,36,42,46,24,44,57,59,57,42,54,51,11,6,12,8,12,0
marco friedl,63,19,187,71,2,68,37,45,61,63,60,62,32,56,41,37,63,37,42,34,58,69,68,59,62,64,36,65,59,61,41,56,61,54,47,45,44,59,68,67,11,15,6,6,7,0
arne maier,63,18,183,79,3,66,54,60,71,33,53,50,53,32,68,39,70,45,44,59,71,67,65,76,58,75,64,50,67,53,54,37,38,54,66,38,61,26,39,28,14,10,10,8,7,0
julian pretel,63,22,175,72,2,74,28,41,61,61,55,53,29,45,46,25,57,32,33,25,62,77,71,69,64,69,24,63,71,48,24,48,63,49,35,33,35,59,65,63,7,7,12,13,8,0
randal kolo muani,63,18,187,73,2,70,62,48,61,26,51,32,65,67,53,52,59,49,48,51,65,70,70,68,51,52,59,69,40,64,62,30,17,62,52,60,60,26,18,27,7,14,15,8,5,0
callum gribbin,63,18,182,72,3,69,52,62,66,40,58,62,45,54,66,44,68,58,72,60,67,70,69,56,60,66,65,55,64,58,55,50,42,59,56,48,51,40,35,40,7,11,12,7,14,0
zachary dearnley,63,18,175,66,3,68,58,56,62,37,59,55,62,62,59,42,64,48,48,57,63,69,68,52,52,67,66,56,55,59,46,64,48,66,55,53,50,30,30,31,7,8,11,7,11,0
odysseus velanas,63,19,183,74,2,67,58,61,66,46,55,42,66,42,71,40,66,48,48,63,69,68,66,64,48,60,59,43,62,52,48,59,46,52,65,46,59,42,49,55,14,12,9,6,15,0
makoto kakuda,63,33,180,78,2,65,33,47,48,62,67,38,26,65,61,32,41,30,35,51,45,68,63,70,65,65,43,62,59,74,34,59,63,42,35,42,38,62,62,56,10,12,6,13,14,0
tatsuya yamashita,63,29,182,73,2,64,29,39,40,62,70,43,21,67,55,27,26,29,24,21,51,63,65,60,60,62,55,70,81,73,21,49,65,22,28,31,41,58,64,56,7,10,7,14,10,0
kenta mukuhara,63,27,172,64,2,76,24,46,55,61,64,59,23,43,54,27,46,33,31,42,58,77,75,78,53,81,20,55,74,65,24,50,60,42,31,34,33,63,64,62,11,10,9,10,14,0
jemal tabidze,63,21,187,77,2,61,29,37,39,64,66,30,23,65,45,30,34,27,31,41,36,60,61,51,58,58,44,68,57,72,21,60,65,37,33,47,53,62,65,65,9,11,14,6,9,0
edgar zaldivar,63,20,175,72,2,66,57,62,68,50,55,50,53,46,72,48,69,59,49,69,70,68,65,62,59,73,59,61,54,58,69,47,29,52,56,51,60,55,57,56,11,10,11,12,13,0
jordy delem,63,24,180,71,2,75,49,56,61,59,69,56,48,62,62,45,60,35,39,59,61,72,78,66,62,69,55,80,73,67,48,68,62,52,52,41,55,56,58,57,14,8,14,11,9,0
paxton pomykal,63,17,170,66,3,75,55,59,67,33,53,59,50,39,63,55,65,44,51,55,62,77,73,84,59,82,59,67,62,51,59,41,29,59,60,60,51,36,32,33,10,6,13,6,11,0
jordan sebban,63,20,175,72,2,64,47,61,63,61,63,53,40,54,68,48,62,56,46,65,63,66,62,59,59,75,61,66,68,59,45,64,58,59,59,46,55,62,63,61,11,8,9,12,6,0
carlos vargas,63,18,176,76,2,68,46,52,48,63,64,46,39,56,57,39,40,44,44,55,51,69,67,65,58,70,59,71,65,62,48,67,62,45,52,47,56,63,66,63,6,13,12,6,8,0
jon guridi aldalur,63,22,179,64,3,64,55,61,63,50,41,44,59,43,73,38,64,45,45,69,62,61,66,62,59,74,51,48,47,39,57,38,57,56,58,43,58,34,62,53,12,8,9,11,13,0
krepin diatta,63,18,173,68,3,86,58,55,71,29,53,58,57,47,58,51,69,47,42,47,68,87,85,86,63,79,63,75,69,50,53,36,33,64,57,59,64,28,22,30,10,8,11,11,12,0
mamadou coulibaly,63,18,183,77,3,65,47,61,62,54,72,50,39,63,74,43,63,47,45,66,59,66,64,64,64,72,62,68,71,74,50,67,61,52,55,51,61,48,52,59,13,6,12,6,6,0
alan dzabana,63,20,164,60,3,79,64,53,71,17,45,43,69,42,60,59,72,53,47,46,67,79,79,82,58,84,62,39,49,47,57,34,12,61,55,65,54,16,13,18,11,9,9,11,7,0
pablo fernandez blanco,63,20,191,83,3,67,64,51,53,38,57,49,70,66,60,59,51,54,39,52,48,68,67,66,57,66,58,72,59,64,55,32,38,70,41,70,53,35,32,32,9,5,9,8,7,0
hamza mendyl,63,19,179,73,2,77,42,53,61,59,65,62,36,56,54,33,60,54,38,47,58,78,76,69,57,67,53,60,65,65,44,65,59,52,51,48,59,58,60,62,11,12,14,14,6,0
marin pongracic,63,19,189,85,2,59,24,39,43,62,70,27,18,64,52,20,41,28,25,43,43,54,63,42,55,49,40,71,56,81,22,61,57,28,29,30,42,60,65,62,6,6,14,8,5,0
nikolas nartey,63,17,185,80,3,68,45,60,69,43,45,44,49,37,68,32,68,45,40,63,69,68,68,74,59,78,44,74,65,37,38,34,49,49,66,41,59,38,47,42,13,9,13,6,12,0
olivier verdon,63,21,190,85,2,56,29,38,37,63,70,30,21,62,50,34,33,34,28,36,40,53,59,42,49,46,41,72,69,76,27,58,60,31,28,44,53,59,68,66,11,6,15,11,11,0
dan axel zagadou,63,18,196,90,2,57,28,41,48,61,72,39,26,66,48,21,47,32,25,44,52,49,63,48,49,34,38,65,60,82,24,63,52,26,34,30,48,60,67,58,9,13,5,14,14,0
tim boss,63,24,186,81,1,0,0,0,0,0,0,9,9,8,29,10,16,13,18,28,21,44,49,41,55,49,23,62,28,69,11,31,19,11,52,33,37,12,9,9,68,63,51,56,69,47
tobias warschewski,63,19,187,80,3,67,64,43,59,22,63,37,69,63,44,51,56,48,40,39,60,63,70,69,59,65,64,67,61,68,59,50,23,61,48,60,57,20,14,13,7,14,13,14,8,0
moritz heyer,63,22,184,78,2,63,40,53,56,61,64,39,41,55,63,37,51,28,29,63,62,59,67,60,64,58,43,77,63,64,38,63,66,41,52,37,58,66,55,56,7,14,15,12,6,0
pedro lomba neto,63,17,172,62,3,66,63,51,69,21,44,38,64,51,60,51,65,54,40,44,68,64,67,86,65,80,62,53,59,40,63,32,16,64,56,62,58,17,19,15,6,13,7,12,6,0
michael hohnstedt,63,29,182,77,2,64,44,50,57,58,71,63,47,60,59,30,54,34,30,40,59,65,64,63,63,62,47,69,91,65,38,63,61,47,40,40,58,50,63,54,13,12,10,11,12,0
ali odabas,63,23,187,78,2,72,24,42,40,60,68,21,20,56,67,24,25,30,35,33,53,69,74,56,60,58,31,83,63,73,22,60,61,25,31,40,55,55,65,61,12,9,6,7,8,0
shqiprim binakaj,63,28,178,72,2,79,55,56,67,28,61,59,53,39,60,44,65,60,37,50,64,78,79,82,65,76,63,60,76,65,52,34,24,60,56,54,57,26,29,23,9,14,10,8,8,0
tim siedschlag,63,29,181,80,3,68,51,57,58,51,71,40,47,45,66,42,54,44,43,59,60,66,69,66,65,67,60,74,75,71,54,63,67,56,61,41,59,29,62,58,8,10,6,13,9,0
jan koch,63,21,184,74,3,76,28,50,56,62,70,53,25,58,60,30,54,39,34,46,55,72,79,67,58,67,38,76,69,69,22,70,61,38,39,32,55,61,64,63,7,10,8,15,6,0
weston mckennie,63,18,185,84,2,65,53,62,65,60,59,56,51,70,68,49,65,56,55,65,64,65,65,68,58,68,64,77,55,63,44,51,63,55,60,58,64,52,62,58,7,9,12,9,11,0
bjorn rother,63,20,185,81,2,62,40,51,55,61,73,28,39,61,62,36,48,38,31,61,62,57,66,65,58,64,47,82,74,77,35,58,62,41,57,37,52,58,64,62,5,8,12,14,15,0
florian hansch,63,21,175,64,3,81,62,52,68,18,42,45,65,44,61,60,66,63,43,41,64,84,78,87,64,85,59,65,65,34,59,27,19,65,52,59,48,13,14,15,14,6,14,14,7,0
bart meijers,63,20,185,77,2,66,35,48,53,62,63,35,33,55,62,28,42,48,29,58,65,69,64,70,53,64,38,66,63,65,40,56,57,24,35,32,57,61,68,65,13,8,14,8,10,0
marcel alves pereira,63,24,187,79,2,58,37,53,51,63,66,39,32,55,69,45,44,35,32,61,57,63,54,59,61,61,48,68,67,69,32,59,48,43,41,35,56,71,68,65,12,15,13,9,14,0
theodoros ryuki panagopoulos,63,21,179,73,3,67,50,60,67,33,57,59,48,32,64,48,66,40,44,59,65,68,67,78,60,79,58,70,54,62,46,44,24,57,64,46,59,42,29,35,12,12,9,12,15,0
daniel ojeda saranova,63,22,180,75,3,69,63,48,60,36,58,42,66,62,56,50,61,35,43,48,58,71,68,59,63,65,63,60,70,59,60,38,32,56,43,60,50,30,38,34,14,13,10,11,10,0
robin scheu,63,22,178,74,3,76,53,54,60,42,70,57,56,46,57,38,59,45,44,54,57,78,75,69,59,74,54,70,90,61,44,66,42,63,52,55,60,38,44,42,13,5,7,6,12,0
martin wagner,63,30,168,71,2,67,56,56,66,19,60,47,56,51,64,53,64,42,38,57,61,69,65,83,63,86,59,54,79,60,49,36,22,59,59,63,59,13,12,15,9,5,12,9,7,0
josef welzmuller,63,27,188,75,2,60,26,36,42,62,70,24,19,62,49,30,27,24,26,39,54,62,59,59,64,54,35,71,70,76,31,55,57,27,29,33,60,59,67,65,7,9,9,9,15,0
ibrahima niane,63,18,187,71,2,80,65,45,58,19,60,37,71,62,48,47,62,47,50,42,56,81,79,52,54,45,60,68,58,70,60,35,11,56,48,70,57,15,14,16,10,7,8,6,15,0
romain basque,63,22,184,69,3,69,55,60,65,54,61,55,51,60,68,50,65,50,50,60,67,69,69,63,60,66,60,60,68,59,58,57,51,59,56,50,60,49,60,55,8,12,10,10,12,0
umut bozok,63,20,178,75,3,68,60,55,66,17,53,49,60,55,66,51,67,37,28,40,64,67,69,64,64,69,61,68,61,57,55,28,13,68,64,72,60,13,11,12,9,10,8,12,9,0
halil akbunar,63,23,167,61,3,81,47,58,64,26,43,56,51,32,60,44,64,43,58,57,61,81,81,74,62,71,51,37,61,31,31,52,16,60,59,50,40,28,25,39,12,5,14,8,13,0
hamadi al ghaddioui,63,26,190,92,2,54,65,36,52,25,72,22,68,68,44,60,47,51,32,23,59,53,54,55,52,50,66,53,58,87,59,55,20,65,44,63,58,21,22,16,7,5,10,11,14,0
mike owusu,63,22,190,77,3,78,60,55,68,25,70,59,63,49,63,47,71,50,33,51,67,72,83,67,49,55,65,53,65,78,56,58,20,48,45,51,57,16,30,21,10,8,10,10,7,0
tibor halilovic,63,22,176,70,3,70,49,64,60,42,60,48,48,49,73,47,61,55,52,64,64,73,68,46,48,75,53,58,58,67,44,47,36,58,68,46,56,37,47,45,14,11,14,9,9,0
daniel morer cabrera,63,19,169,60,3,77,48,61,60,59,59,62,47,41,64,39,59,64,42,58,58,76,78,70,56,75,48,66,62,57,52,59,63,61,60,39,54,59,62,60,15,12,5,13,6,0
dany carvajal,63,28,188,78,1,0,0,0,0,0,0,13,8,14,22,9,14,10,14,23,15,17,26,29,60,35,22,50,22,60,5,17,9,7,37,17,26,7,12,11,64,61,62,63,60,22
philipp kohn,63,19,191,75,1,0,0,0,0,0,0,11,8,12,25,6,12,10,14,25,19,15,30,29,48,21,26,38,28,63,7,28,12,7,45,16,32,5,13,14,64,63,60,66,63,23
khaled shafiei,63,30,184,79,2,63,27,35,30,63,68,26,24,65,48,25,21,27,24,26,27,63,63,57,57,54,38,72,59,73,22,67,63,29,34,34,53,63,62,60,15,11,6,11,14,0
francisco simoes rodrigues,63,20,180,73,2,64,55,57,64,61,65,42,41,52,68,65,64,48,39,63,68,62,65,55,51,66,76,59,62,70,70,58,60,40,53,48,58,63,64,60,13,12,6,6,9,0
jose alberto castillo,63,22,187,83,1,0,0,0,0,0,0,11,5,14,28,9,7,10,11,21,11,24,15,65,61,31,20,73,27,62,8,24,13,4,23,16,34,9,11,12,63,62,65,60,63,19
junior pius,63,21,193,86,2,42,29,38,42,65,63,34,22,69,46,28,35,33,31,38,48,38,45,46,54,48,42,70,59,66,25,59,59,32,29,46,54,65,66,68,13,7,11,14,10,0
bryan henning,63,22,172,72,3,64,32,55,62,57,56,37,26,31,67,31,53,33,30,65,67,64,64,85,64,79,41,62,60,52,37,61,66,28,56,36,51,56,60,56,6,8,14,6,9,0
kelechi john,63,18,184,68,2,63,33,39,47,61,66,32,29,57,54,29,42,30,29,31,54,65,62,47,54,54,44,89,67,68,29,56,64,29,31,43,56,54,67,64,10,5,13,8,6,0
wilfried kanga,63,19,185,85,3,74,59,57,64,22,60,66,62,61,57,53,65,52,36,53,66,74,74,68,53,48,62,53,38,74,53,56,27,59,57,56,56,18,13,16,7,13,14,7,14,0
martin gonzalez,63,27,180,78,2,65,27,45,41,64,65,52,20,63,51,33,32,36,31,49,41,62,68,59,65,64,42,72,69,66,22,56,63,24,32,40,67,65,67,59,7,5,14,11,8,0
filippo tiscione,63,31,168,65,3,72,65,51,66,28,41,48,68,61,48,70,65,58,55,35,63,73,72,61,69,93,60,46,51,33,61,46,24,61,67,63,46,26,24,23,13,5,9,12,12,0
fabian eisele,63,22,183,78,3,63,61,43,62,22,57,28,63,68,56,55,64,45,42,32,59,60,66,64,60,64,61,73,66,63,59,27,21,61,45,65,55,18,12,15,7,12,7,14,8,0
oleg danchenko,63,22,178,64,2,81,36,52,62,60,60,63,35,51,53,35,64,37,39,50,56,80,81,63,54,75,31,56,68,56,33,61,58,56,47,48,53,60,64,63,8,10,8,12,8,0
davide frattesi,63,17,178,74,2,55,51,58,63,51,60,42,40,55,70,47,62,45,41,65,65,63,49,60,62,68,69,62,68,53,55,65,44,64,57,53,55,50,50,63,5,10,8,11,10,0
konstantinos galanopoulos,63,19,172,72,2,71,48,64,64,51,59,64,40,51,67,49,62,60,45,67,66,73,70,67,62,77,65,56,63,55,46,64,57,59,64,48,56,43,53,57,6,12,9,6,7,0
diego fabian barreto,63,24,181,72,3,73,57,63,63,35,56,56,60,38,70,39,62,55,44,66,63,75,72,68,53,70,58,62,66,54,54,46,29,45,60,60,55,32,36,49,14,11,14,15,14,0
hamza sanhaji,63,23,179,76,2,79,59,49,60,21,50,61,65,62,53,46,59,37,31,37,57,78,80,67,59,74,57,70,49,56,50,29,17,66,46,59,65,14,19,17,15,7,8,7,5,0
radomir milosavljevic,63,24,183,75,3,67,53,64,60,32,51,53,51,48,65,43,59,72,55,70,63,61,72,57,66,59,57,41,61,48,59,47,48,52,71,51,58,19,23,46,15,10,15,11,5,0
bruno da silva fonseca,63,24,180,73,2,61,39,48,63,64,61,54,34,49,52,34,61,33,39,45,66,62,60,61,61,66,55,61,63,62,31,57,64,50,41,41,54,62,69,65,10,13,9,13,5,0
konstantin savichev,63,23,173,64,3,80,59,60,66,38,43,64,58,46,65,60,65,60,44,58,62,78,82,82,54,78,68,36,40,48,53,36,43,56,52,61,53,34,37,36,7,7,6,7,13,0
nikolay kalinskiy,63,23,180,75,2,56,46,59,61,62,63,53,38,60,67,44,62,48,44,62,57,64,50,66,57,68,61,61,65,61,47,67,57,54,56,48,55,66,61,64,12,5,8,13,9,0
claudio gonzalez,63,25,178,75,2,62,65,45,62,24,67,41,67,67,47,50,61,44,40,40,63,63,62,57,60,71,63,69,55,75,68,60,20,51,51,67,50,18,19,18,14,10,10,13,6,0
joao ricardo pereira queiros,63,19,190,81,2,50,34,42,43,62,71,35,28,62,53,35,38,44,28,48,46,47,52,48,54,51,48,58,64,79,32,65,65,27,30,46,56,56,66,61,6,6,7,8,6,0
eldor shomurodov,63,22,190,76,3,80,68,53,65,35,63,55,71,58,53,66,67,63,52,48,65,81,80,63,53,65,65,54,61,73,67,45,34,54,54,68,55,31,33,30,8,11,5,7,5,0
fiete arp,63,17,186,78,3,59,64,42,61,21,52,36,65,63,41,61,61,39,38,36,60,52,64,66,68,58,66,54,51,60,62,31,14,64,57,55,46,16,17,20,14,12,10,7,11,0
tom broadbent,63,25,190,90,2,64,42,50,48,59,79,46,37,60,52,29,42,50,54,54,51,62,65,66,50,55,51,70,84,79,53,73,56,30,44,39,41,55,65,62,10,7,10,6,11,0
mattia trianni,63,24,180,73,3,75,48,62,61,48,65,60,48,46,65,56,62,48,45,61,58,73,77,61,56,69,49,69,72,65,41,54,49,59,65,48,65,43,52,52,8,13,8,8,11,0
rayane aabid,63,25,178,71,3,74,54,58,67,26,52,57,57,42,60,51,67,55,45,53,65,75,74,74,52,72,55,49,54,58,48,36,23,60,61,53,57,21,28,25,9,12,8,8,14,0
cyril mandouki,63,25,180,73,2,60,51,60,60,63,65,56,47,59,64,45,59,56,38,62,63,57,62,58,58,62,60,64,69,64,52,62,64,58,61,45,59,61,64,63,12,10,7,11,6,0
mikhail lysov,63,19,182,72,2,67,43,60,65,58,63,60,35,55,65,51,65,43,45,70,62,74,61,72,62,70,58,68,70,63,40,55,60,55,54,52,55,53,62,60,15,11,10,6,12,0
flynn downes,63,18,172,70,2,67,49,61,61,65,68,59,44,58,66,32,57,49,55,62,64,68,67,66,63,74,54,65,68,63,56,82,68,56,56,48,61,62,67,66,13,12,14,11,6,0
matheus borges domingues,63,25,192,85,2,48,35,47,46,61,73,40,26,65,57,21,41,29,35,58,55,44,51,42,57,43,60,46,66,81,35,67,60,29,34,34,57,58,64,59,12,14,12,6,6,0
redouane kerrouche,63,23,183,75,2,62,51,59,63,60,64,51,46,55,64,42,62,57,38,62,64,56,67,67,56,60,64,60,73,63,56,54,62,54,60,39,60,59,63,58,14,15,13,6,13,0
malik tchokounte,63,28,191,90,2,53,62,46,55,26,78,40,65,72,53,57,54,53,40,35,58,54,52,52,54,54,64,68,66,89,55,70,17,65,47,58,60,21,21,24,6,13,13,5,13,0
nuno alberto macedo pereira,63,18,184,70,1,0,0,0,0,0,0,14,8,13,25,5,7,13,13,26,16,28,30,34,55,41,17,58,27,43,6,22,12,7,34,13,31,7,10,12,59,66,63,69,57,29
williams riveros,63,24,186,86,2,59,33,34,36,64,69,31,29,64,39,35,26,33,30,33,41,61,58,53,54,56,44,67,64,73,28,64,61,32,28,45,40,62,67,64,6,12,9,14,13,0
elvis rexhbecaj,63,19,182,73,2,67,48,63,60,50,61,46,41,54,79,47,60,41,41,71,63,64,69,52,57,61,62,58,62,58,45,69,49,58,56,54,42,48,49,55,14,11,6,8,14,0
cheick traore,63,22,174,70,2,74,32,47,62,60,61,60,29,52,53,27,63,38,38,41,59,75,73,60,57,75,35,66,70,57,29,58,55,43,34,48,53,61,62,70,12,14,8,13,11,0
idris kanu,63,17,182,75,3,79,64,39,65,19,56,27,71,50,36,55,66,49,46,28,62,78,80,74,56,68,57,54,63,65,60,25,18,62,60,58,67,10,19,16,12,7,5,15,7,0
arthur gnahoua,63,25,187,80,3,82,58,44,67,21,71,47,57,53,47,56,66,49,27,36,64,80,84,83,62,77,64,66,64,87,58,41,13,53,46,56,69,16,22,18,9,12,8,6,9,0
samuel moutoussamy,63,20,174,61,2,75,50,60,70,62,38,66,51,46,65,53,73,43,42,58,68,79,71,71,49,78,49,41,44,32,48,43,57,59,56,46,64,63,67,65,6,9,14,8,5,0
ivan de santis,63,20,184,78,2,52,40,36,44,62,66,21,44,58,46,38,36,32,23,42,50,57,48,39,71,71,41,73,62,68,37,65,62,37,32,26,58,66,61,58,7,9,13,11,10,0
niccolo zanellato,63,19,186,72,3,65,47,63,68,54,53,59,32,60,69,43,69,67,64,65,69,65,65,65,59,61,61,53,65,53,62,40,52,52,55,59,55,46,61,58,10,11,12,6,8,0
diogo leite de sousa,63,23,176,67,2,76,34,44,57,63,52,56,31,47,50,33,62,32,35,32,45,75,77,56,54,75,32,55,66,43,35,54,60,54,35,43,66,65,68,67,6,9,6,13,6,0
ruben lopez huesca,63,22,184,75,3,58,63,47,57,32,68,36,64,74,55,60,56,41,33,45,60,57,58,50,55,59,67,63,64,67,58,78,31,61,52,61,59,28,25,21,10,6,12,5,8,0
angel gomes,63,16,168,61,3,80,59,58,68,20,42,61,60,52,60,56,65,65,36,57,66,81,80,82,53,90,61,58,58,34,55,36,13,57,56,70,57,16,19,20,14,15,14,6,14,0
rayco rodriguez medina,63,20,178,64,3,71,56,62,63,47,56,57,54,55,66,49,61,58,60,63,64,69,72,76,54,60,59,62,64,56,57,44,41,57,62,59,62,45,49,47,9,6,7,8,10,0
saith sakala,63,20,178,70,2,77,60,58,65,36,63,54,61,55,64,56,63,52,41,57,66,79,76,74,55,70,61,63,62,67,56,56,28,62,59,55,46,39,33,30,13,11,8,14,7,0
alejandro prendes reina,63,19,184,78,2,64,31,40,42,64,64,30,24,65,52,22,35,31,26,41,40,62,65,64,56,56,54,66,57,67,25,63,62,28,35,33,53,61,67,65,15,8,11,6,7,0
sergio sanchez perez,63,21,181,79,3,59,65,49,60,22,58,36,71,65,59,49,61,41,37,40,59,58,60,59,62,61,58,66,59,65,65,39,20,60,54,61,53,14,19,18,7,11,11,10,13,0
mehdi leris,63,19,186,74,3,60,62,41,58,24,56,36,68,68,42,57,58,51,31,30,64,53,65,45,56,55,61,64,59,69,49,19,11,61,51,62,59,18,24,26,9,6,13,10,8,0
jonathan sandoval,63,31,179,79,2,72,48,47,59,63,66,51,49,57,49,39,61,37,44,41,51,70,74,69,61,71,54,64,71,66,40,61,54,52,45,46,51,66,66,68,13,8,13,10,9,0
nicolas gonzalez,63,19,180,68,3,76,58,56,67,34,53,62,61,44,55,48,71,56,42,50,60,74,77,68,59,69,62,65,61,53,47,38,35,61,58,58,63,32,32,35,10,6,9,5,8,0
nicolas de la cruz,63,20,167,65,3,67,55,60,63,43,60,48,51,60,70,41,60,48,41,65,65,71,64,63,60,74,64,61,66,54,58,66,45,59,60,54,58,36,42,47,9,6,9,7,9,0
mthokozisi dube,63,24,168,70,2,73,34,51,62,63,57,55,22,45,58,39,61,48,33,55,65,75,72,51,55,78,55,56,65,52,35,58,58,45,38,38,55,65,69,64,15,12,12,6,8,0
fatih aksoy,63,19,189,78,2,50,35,42,51,63,67,39,32,62,52,32,48,33,29,41,55,48,51,56,56,44,49,52,62,72,24,62,58,41,32,40,49,64,66,61,7,11,6,13,14,0
daniel escriche romero,63,19,178,70,3,69,63,47,58,21,49,35,68,72,52,46,56,49,46,40,58,69,69,60,56,70,62,66,61,48,57,32,13,63,55,64,49,17,17,14,12,8,11,13,10,0
ibrahim isci,63,21,186,80,2,64,30,42,38,63,67,28,26,64,55,34,33,27,33,54,38,63,64,43,60,52,40,68,62,76,24,51,56,25,30,47,41,62,66,65,8,14,15,10,8,0
fabio gonzalez estupinan,63,20,176,65,3,63,52,59,63,49,55,45,52,49,66,35,62,45,44,64,65,64,63,61,62,75,54,56,59,57,51,43,54,59,63,48,60,38,58,41,11,7,11,7,5,0
denis vavro,63,21,190,76,2,61,29,46,47,61,70,27,24,69,62,29,44,25,21,55,50,59,62,40,58,62,45,74,57,83,21,52,55,42,42,35,39,60,62,61,13,12,14,12,13,0
enrique gomez hermoso,63,26,190,76,2,57,29,37,39,67,58,34,21,63,40,33,33,35,33,35,42,59,56,44,51,51,42,74,55,60,30,53,61,33,37,46,48,65,72,71,14,10,10,12,15,0
pavol safranko,63,22,186,81,2,73,60,50,59,23,67,46,64,66,56,52,59,34,40,44,58,71,74,59,56,58,60,67,66,72,54,58,22,59,52,55,58,15,20,17,14,8,7,5,11,0
ahmad moein,63,21,172,69,3,68,56,65,67,50,53,58,56,55,72,49,68,62,52,69,66,66,69,60,62,79,68,57,59,52,44,47,32,54,60,56,67,46,60,59,12,11,12,12,6,0
nicolas ruscio garmendia,63,19,175,70,3,63,56,57,72,43,46,52,57,44,58,53,74,61,49,56,74,58,67,59,63,75,64,50,40,47,47,50,29,46,62,63,68,49,43,48,12,10,12,8,8,0
joaquin aylagas,63,21,188,85,1,0,0,0,0,0,0,10,16,11,23,11,20,18,12,21,21,35,36,42,52,30,23,60,17,77,15,16,16,10,40,19,22,12,13,18,63,64,62,60,65,36
andoni gorosabel espinosa,63,20,176,72,2,66,30,51,55,61,50,57,25,43,64,27,46,42,33,41,66,65,67,60,62,70,30,57,56,45,36,54,58,41,35,38,47,63,66,65,8,6,10,10,15,0
gabriel barbosa avelino,63,18,188,80,3,62,61,47,60,23,65,36,64,66,55,52,62,41,40,34,59,63,61,58,61,53,59,65,67,74,57,42,19,65,59,62,51,19,17,18,5,9,8,8,15,0
