,long_name,overall,age,height_cm,weight_kg,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed
14209,willian vargas,62,24,173,77,2,63,28,50,58,59,61,63,28,55,60,28,55,26,35,50,62,64,63,59,61,70,26,61,63,66,25,47,60,35,31,40,43,58,61,57,13,8,11,10,8,0
14210,heorhii sudakov,62,18,177,68,2,71,59,56,68,39,64,49,58,68,65,40,67,48,42,53,72,72,70,74,47,73,71,68,73,68,58,40,35,60,53,43,64,36,34,39,13,9,13,12,9,0
14211,ismael diawara,62,26,194,93,1,0,0,0,0,0,0,20,7,13,29,5,11,15,11,28,12,19,16,37,37,28,45,45,33,64,8,28,12,5,38,14,28,9,13,12,66,56,60,65,69,18
14212,samuel kroon,62,24,186,80,2,74,58,55,61,31,58,58,58,32,56,55,61,59,36,52,63,72,75,61,55,56,56,53,62,59,59,51,41,58,58,55,60,34,20,29,8,8,11,10,13,0
14213,rodolfo rodriguez,62,34,193,92,1,0,0,0,0,0,0,14,5,11,22,6,11,14,10,15,18,24,26,24,55,23,47,38,28,69,7,23,6,5,23,10,21,7,14,13,63,61,62,60,63,25
14214,naicol contreras,62,21,173,63,2,75,35,48,57,58,47,55,38,55,55,28,52,33,34,38,58,75,75,65,59,70,29,61,65,36,35,49,57,42,45,36,58,58,60,56,11,8,7,7,15,0
14215,yerson chacon,62,18,166,57,3,76,51,57,62,27,41,56,61,36,60,40,63,50,39,55,58,78,75,70,58,80,48,51,62,32,36,33,20,56,60,40,51,28,29,26,14,6,8,10,7,0
14216,peer koopmeiners,62,21,186,79,2,57,41,60,58,60,64,51,35,60,66,34,56,46,57,62,61,58,57,58,61,59,53,65,60,68,45,58,58,33,59,50,59,63,59,61,8,6,8,7,11,0
14217,christian schiavone,62,20,180,77,3,68,62,60,62,29,53,62,65,40,60,55,65,61,55,55,61,68,68,62,44,65,63,55,68,55,55,29,25,60,62,58,55,23,32,33,10,10,13,14,9,0
14218,lucas jaques varone maia,62,28,192,85,2,55,53,49,56,63,66,33,58,48,61,33,55,45,44,55,61,54,55,56,61,35,44,58,70,73,61,44,65,33,40,61,45,62,68,65,9,9,13,8,13,0
14219,catalin cirjan,62,18,174,60,3,63,54,65,66,44,39,55,52,45,72,50,65,62,49,72,69,66,60,59,60,82,63,54,45,34,45,42,28,58,64,63,61,46,51,52,10,13,14,12,13,0
14220,markus solbakken,62,20,182,70,3,65,52,60,65,55,65,53,51,50,65,42,65,51,44,62,65,66,65,70,58,65,55,57,70,66,53,57,58,57,62,52,61,55,56,54,14,7,7,13,6,0
14221,bruno rodrigues,62,20,192,83,2,55,33,42,37,64,66,29,28,63,52,38,29,36,20,52,38,55,55,50,52,56,46,70,65,69,27,58,60,32,39,48,46,59,71,67,11,11,7,11,11,0
14222,jose lujan,62,24,184,80,2,58,23,37,39,64,63,26,21,61,58,21,21,24,28,24,55,57,58,47,50,56,33,67,60,70,15,48,60,24,25,35,57,62,70,65,12,12,11,9,14,0
14223,ogechika heil,62,20,168,72,2,83,54,55,67,50,51,56,60,34,59,45,66,46,38,54,62,85,82,91,52,93,55,40,53,54,46,46,47,46,52,50,49,53,54,50,8,12,10,15,5,0
14224,akira silvano disaro,62,25,175,72,2,57,64,52,62,26,60,47,65,67,57,57,60,60,57,42,62,55,58,68,55,69,65,63,62,62,62,54,21,65,52,65,65,20,23,20,12,6,5,8,7,0
14225,rene alarcon,62,29,176,65,3,68,61,45,59,25,52,33,61,62,58,62,59,37,33,34,59,66,70,61,62,66,59,61,58,56,66,33,20,65,47,52,45,18,23,20,15,9,15,9,12,0
14226,roger junio rodrigues figueira,62,25,180,74,3,71,61,60,63,33,68,62,65,46,64,56,63,70,63,59,67,71,71,73,49,49,65,63,71,70,51,58,19,61,49,50,55,32,40,32,6,5,12,12,9,0
14227,frangoy zambrano,62,24,176,69,2,68,53,60,62,57,64,60,52,43,63,30,60,38,39,61,61,71,65,70,58,71,59,59,72,62,55,59,61,66,65,49,56,57,60,56,11,8,8,15,10,0
14228,juan tineo,62,25,183,75,2,59,23,41,42,61,62,26,17,66,59,24,22,26,28,40,61,59,59,51,64,62,34,67,56,62,19,67,62,30,34,33,43,59,63,58,5,14,6,11,9,0
14229,takuya shigehiro,62,26,178,70,2,62,61,63,62,56,47,60,68,36,69,43,64,40,36,64,61,67,57,56,62,69,62,54,38,44,54,64,60,55,65,48,56,58,59,56,6,7,14,15,10,0
14230,boubacar fall,62,20,198,80,1,0,0,0,0,0,0,12,8,13,23,9,9,14,12,15,11,24,29,37,50,28,45,36,27,63,7,27,8,4,28,13,22,5,14,10,62,62,60,61,64,26
14231,robert garces,62,28,171,65,3,64,60,59,64,50,47,45,61,35,66,40,64,56,60,65,65,62,66,61,58,73,60,55,60,42,63,39,56,57,58,65,52,40,62,50,10,11,11,10,14,0
14232,naoto arai,62,24,173,73,2,60,31,55,58,61,62,58,32,55,61,28,56,52,31,56,61,68,54,53,59,71,25,56,54,67,30,59,61,45,49,34,52,60,62,64,10,12,9,12,10,0
14233,masaki ikeda,62,21,176,70,3,73,58,60,63,44,61,62,56,58,61,54,63,55,55,58,63,71,75,70,56,69,62,68,66,57,58,62,39,63,62,52,55,37,50,45,12,11,12,14,8,0
14234,koji toriumi,62,26,182,71,2,60,23,43,43,63,63,36,19,64,55,20,29,22,26,50,55,55,64,47,59,62,33,69,55,66,16,62,64,30,35,38,63,62,63,61,12,7,9,9,14,0
14235,luca kerber,62,19,180,77,2,69,46,60,67,53,59,49,41,39,67,43,64,49,40,64,66,67,71,76,63,80,60,58,75,52,43,59,52,45,64,43,64,54,58,54,13,13,9,9,11,0
14236,jung won choi,62,25,186,83,2,60,44,52,57,61,71,27,36,63,61,20,56,24,26,63,57,59,61,64,45,55,63,76,65,80,56,54,54,25,65,30,59,63,63,63,14,7,15,13,11,0
14237,arda ozcimen,62,19,198,86,1,0,0,0,0,0,0,12,8,14,21,6,10,12,13,22,11,31,20,53,50,36,46,63,39,42,9,30,9,4,21,17,39,5,13,12,64,61,61,59,68,27
14238,atsuki ito,62,22,182,78,2,62,46,60,55,58,69,58,38,53,66,40,53,48,49,63,58,61,62,58,58,58,66,57,64,77,46,60,60,35,53,50,48,55,62,60,6,7,6,10,5,0
14239,jefferson ibanez,62,26,181,79,2,61,22,42,44,63,64,21,16,61,61,22,28,20,25,58,61,61,61,47,60,61,30,73,62,70,23,50,65,27,25,33,42,70,56,61,13,9,7,9,12,0
14240,sang bin jung,62,19,175,72,4,85,58,56,64,24,61,53,61,54,58,52,62,58,51,54,60,84,85,82,59,73,56,60,60,60,53,67,22,65,56,51,61,23,18,17,9,9,9,13,9,0
14241,lucas besozzi,62,18,176,70,2,66,59,58,63,27,46,62,61,39,62,52,64,47,42,60,63,67,65,66,58,63,62,41,52,48,53,33,22,59,54,59,53,29,25,25,10,6,9,13,11,0
14242,lorenz assignon,62,21,179,67,2,77,38,52,60,59,57,55,23,53,56,31,56,53,41,47,60,77,77,74,55,76,58,64,59,56,47,57,58,52,47,48,53,57,62,59,11,13,15,8,8,0
14243,amjhad nazih,62,19,192,76,1,0,0,0,0,0,0,13,11,12,23,7,15,18,11,20,20,38,45,34,54,28,44,47,34,57,9,30,15,7,36,11,35,9,13,11,66,61,59,58,65,41
14244,omar campos,62,18,174,65,2,76,55,54,65,52,47,57,55,54,55,53,67,51,43,50,62,77,75,63,54,80,60,43,64,43,47,38,51,56,54,63,59,58,45,55,10,8,11,12,12,0
14245,csaba bukta,62,19,176,65,3,84,53,54,65,39,39,60,57,38,56,51,65,54,53,42,63,86,82,81,52,78,50,47,53,33,48,35,44,55,54,49,48,35,40,36,12,9,14,7,12,0
14246,ryoma kida,62,23,172,62,2,78,50,58,66,40,52,58,43,49,59,53,71,54,41,56,62,74,82,68,47,79,63,57,61,47,48,50,29,46,65,62,54,37,45,48,11,10,6,9,5,0
14247,moussa doumbouya,62,23,183,79,2,70,61,47,62,19,60,30,63,56,60,55,65,44,30,40,60,72,68,64,60,66,63,60,60,70,55,35,11,60,53,58,47,17,13,20,14,6,12,6,8,0
14248,javier trauco,62,30,170,67,4,70,56,56,65,36,63,55,55,55,60,55,67,68,55,45,65,68,72,71,57,63,65,55,68,65,49,55,21,61,55,61,50,33,42,41,7,9,7,14,7,0
14249,priestley farquharson,62,24,191,93,2,70,33,39,45,60,76,30,33,61,53,22,44,26,20,40,42,69,71,45,54,56,45,72,61,90,21,59,59,32,30,36,55,59,61,59,12,8,12,9,12,0
14250,ruben de tomas gomez,62,20,172,68,4,67,58,59,63,30,50,64,61,40,63,50,65,53,46,51,66,67,67,57,49,66,65,59,53,49,51,46,28,55,58,50,54,30,28,29,6,14,8,12,8,0
14251,lukas engel,62,22,185,74,2,71,50,55,63,52,61,59,50,44,56,46,64,48,38,51,66,72,71,64,54,62,56,59,64,60,43,62,49,59,56,50,52,51,56,54,9,12,7,7,12,0
14252,nelson ruiz,62,29,179,81,2,58,25,44,31,64,64,28,21,68,60,21,22,24,22,55,27,55,60,51,57,58,37,71,65,68,18,50,62,29,33,36,45,61,68,65,13,9,7,14,10,0
14253,piotr starzynski,62,17,173,67,3,82,50,57,63,31,53,60,49,34,60,47,62,58,38,52,61,83,81,75,47,84,58,47,64,53,40,39,28,58,55,54,52,24,40,26,13,13,7,14,13,0
14254,maurits kjaergaard,62,18,189,70,2,71,58,59,62,57,68,55,57,48,65,42,60,45,38,65,67,67,74,74,57,54,67,63,65,70,60,70,58,57,55,45,47,54,60,62,9,6,11,12,8,0
14255,shola shoretire,62,17,175,70,3,72,56,56,66,37,55,52,59,52,59,51,64,56,43,52,62,70,73,83,59,85,56,35,54,55,51,62,35,60,61,45,59,33,39,31,7,7,8,5,9,0
14256,kiliann sildillia,62,19,186,79,2,57,25,42,48,62,62,33,20,68,52,21,42,34,30,46,49,60,55,55,56,64,32,74,53,66,28,59,58,26,37,41,48,59,66,65,12,9,14,8,12,0
14257,nikola stosic,62,21,180,76,3,73,54,60,62,51,64,50,53,48,68,42,62,46,43,64,65,72,73,63,52,68,58,62,75,65,55,46,47,50,63,49,53,50,55,50,8,14,7,12,7,0
14258,mario otazu,62,24,183,80,2,67,51,48,60,60,61,57,47,61,54,24,61,29,35,28,65,66,68,55,51,42,68,31,67,67,49,47,65,62,52,45,50,59,59,54,9,10,14,8,8,0
14259,gustavo serdan,62,26,189,84,1,0,0,0,0,0,0,15,11,15,23,7,8,15,12,33,12,23,22,35,58,36,47,55,23,58,8,25,15,7,33,14,35,9,15,14,61,60,62,60,64,23
14260,nicolas previtali,62,25,184,81,2,63,43,55,56,57,68,39,39,46,65,37,50,43,39,57,64,60,65,59,53,68,48,59,68,73,46,59,60,54,57,43,53,57,60,53,6,10,5,9,8,0
14261,javain brown,62,22,180,79,2,77,36,47,53,60,70,53,34,61,48,34,52,47,37,47,52,73,80,52,53,69,48,84,64,73,26,68,59,48,43,32,60,57,64,58,8,7,8,11,5,0
14262,facundo ferrero,62,25,185,82,1,0,0,0,0,0,0,11,5,13,17,6,10,11,12,27,14,32,33,35,62,41,44,60,26,57,8,19,11,4,32,10,22,5,13,13,64,62,59,58,60,32
14263,karol podlinski,62,23,194,89,2,69,60,45,56,28,74,24,63,65,53,45,57,31,31,53,54,66,72,58,54,71,65,74,71,84,53,53,25,62,54,54,51,21,26,24,13,11,13,12,8,0
14264,rafael lutiger,62,19,188,81,2,62,40,47,45,63,64,33,44,61,64,38,35,22,26,57,55,60,64,46,55,55,37,72,67,65,31,55,63,26,33,60,45,62,65,60,12,10,7,6,15,0
14265,pablo velasco,62,24,180,72,2,68,26,51,58,57,63,61,23,54,61,23,57,34,30,58,56,67,69,65,52,66,21,65,70,67,27,45,56,58,30,37,54,52,64,59,6,7,12,14,14,0
14266,matias sosa,62,19,179,77,2,69,60,57,64,25,50,65,60,47,56,50,65,52,46,50,64,68,69,67,59,64,66,49,48,59,59,30,18,57,60,57,53,22,25,28,6,8,6,8,6,0
14267,anderson cardozo,62,26,179,75,2,64,53,56,58,53,59,41,55,44,65,38,54,35,38,58,62,65,64,60,65,64,49,60,61,58,60,58,60,60,65,40,61,40,63,56,11,12,9,10,14,0
14268,richard chavez,62,20,175,70,3,58,57,63,61,44,56,55,58,45,65,55,61,62,49,61,60,57,58,62,60,65,60,48,59,55,50,55,44,60,71,62,55,37,49,48,5,14,9,12,13,0
14269,daniel rivillo,62,24,178,71,2,75,49,53,60,55,54,65,41,44,52,34,56,36,41,42,65,73,76,65,59,70,65,61,55,49,56,64,57,52,58,42,47,51,60,59,12,10,5,14,14,0
14270,sebastian guerrero,62,20,175,74,2,73,62,54,63,29,62,35,64,56,64,55,62,46,39,59,61,74,72,68,62,76,58,68,68,64,63,47,25,59,58,63,59,26,28,25,14,7,9,12,8,0
14271,victor cuellar,62,20,175,72,2,65,57,59,61,54,60,38,55,45,65,55,60,48,52,65,65,63,67,55,60,70,60,65,58,60,57,60,61,58,67,62,55,55,52,47,13,7,9,7,8,0
14272,jon bell,62,23,185,79,2,71,25,37,46,62,71,25,24,58,51,25,42,29,24,40,49,68,73,41,55,56,33,78,68,74,18,64,61,21,26,33,50,61,64,63,10,14,7,8,13,0
14273,edward campbell sutherland,62,21,176,70,3,74,54,58,64,27,45,61,52,40,58,49,65,62,43,59,64,73,74,66,56,72,63,35,51,38,51,57,22,58,59,40,45,26,26,30,6,10,10,12,14,0
14274,bruno palazzo,62,20,184,76,2,55,30,43,44,62,68,36,28,63,52,25,34,33,27,42,51,61,50,45,62,59,39,72,68,67,26,67,58,22,42,38,55,61,64,63,10,10,8,6,5,0
14275,luke mbete,62,17,185,78,2,65,32,47,57,61,66,36,27,61,60,29,56,39,28,55,59,62,67,58,58,56,49,68,67,66,24,66,59,30,38,43,57,61,64,58,6,14,10,9,7,0
14276,helder jose oliveira sa,62,18,186,75,3,66,36,58,63,58,57,62,28,53,60,27,66,60,32,53,65,63,68,55,58,57,46,55,62,58,44,51,55,46,58,42,45,59,61,60,13,10,14,15,7,0
14277,rodrigo gonzalez,62,20,172,68,2,70,44,56,56,58,55,61,44,57,58,38,56,44,45,55,55,68,71,55,53,65,51,59,65,50,33,55,55,56,55,45,55,55,62,60,12,8,14,6,11,0
14278,facundo peraza,62,28,184,78,2,60,62,47,52,37,67,42,63,66,55,63,44,31,35,37,62,65,56,47,66,54,69,70,59,74,51,57,49,62,53,60,49,25,36,18,6,11,12,8,8,0
14279,julian eseiza,62,19,185,74,2,62,33,49,57,63,65,56,33,54,52,35,64,39,31,50,47,69,56,62,60,56,32,62,65,68,28,58,63,40,45,49,46,59,67,70,14,11,7,12,11,0
14280,oliver stanisic,62,27,195,83,2,62,31,41,47,61,73,32,26,60,52,29,41,33,28,45,54,61,63,56,59,34,44,71,72,80,29,57,56,29,32,34,48,63,62,59,8,12,11,9,11,0
14281,alexios kalogeropoulos,62,16,187,75,2,68,33,48,49,63,66,34,28,61,62,37,39,45,23,57,56,68,68,57,56,59,51,74,70,67,25,58,62,27,39,37,57,63,63,63,14,9,12,7,7,0
14282,tino livramento,62,18,173,65,2,79,46,56,58,56,58,62,46,50,58,41,58,51,42,53,55,81,78,60,51,81,47,62,66,52,46,64,58,54,53,41,61,53,58,57,10,12,8,13,13,0
14283,nicolas garayalde,62,21,182,76,2,65,53,65,62,45,48,58,52,38,70,49,62,58,48,67,64,67,64,68,55,65,57,49,54,44,53,48,47,59,68,39,45,45,50,35,7,12,8,8,5,0
14284,amir richardson,62,19,190,77,2,59,43,57,61,56,64,44,39,52,65,36,58,44,41,60,64,58,59,65,61,58,51,63,68,64,43,59,60,48,62,43,60,54,58,51,12,11,12,5,10,0
14285,arouna sangante,62,19,182,75,2,58,31,47,48,62,66,41,25,68,57,28,42,31,31,48,53,53,62,49,58,54,47,71,61,70,30,61,58,29,42,39,58,59,65,59,13,13,8,10,10,0
14286,igor vekic,62,23,192,86,1,0,0,0,0,0,0,14,15,11,33,18,11,10,10,34,15,26,37,31,39,36,50,30,35,60,11,34,32,16,29,14,33,15,13,11,61,64,67,61,67,30
14287,jorge chanza zapata,62,23,182,74,1,0,0,0,0,0,0,17,6,13,30,9,12,18,12,27,16,35,30,33,53,45,48,63,23,62,8,22,12,7,42,16,39,10,11,13,62,63,64,60,61,33
14288,jonatan braut brunes,62,20,188,78,3,72,59,54,64,41,67,44,61,58,63,46,64,43,44,54,66,71,72,73,55,52,61,66,56,78,59,52,40,58,52,55,60,34,41,48,10,6,10,14,9,0
14289,diego gutierrez chinea,62,20,171,68,2,62,44,56,62,61,56,50,39,58,66,35,62,50,44,60,65,61,62,56,62,74,56,64,56,50,42,71,60,42,47,57,53,61,62,64,6,13,9,13,14,0
14290,samuel guibert,62,32,188,82,2,41,47,51,53,61,70,49,45,63,59,24,54,55,59,51,57,38,43,34,60,42,58,75,67,74,50,61,61,25,34,47,52,58,62,60,11,11,12,11,7,0
14291,sami belkorchia,62,26,180,74,2,56,33,51,48,59,56,66,26,51,56,42,39,51,40,48,62,59,53,37,56,66,46,70,61,57,31,43,55,35,31,43,44,61,62,64,9,7,12,13,9,0
14292,florian jaritz,62,23,180,60,2,61,52,58,62,58,57,63,51,56,62,39,62,55,54,47,64,64,58,59,60,69,62,52,59,57,49,56,60,56,54,46,54,55,60,56,8,7,7,5,12,0
14293,ivan saravanja,62,24,188,72,2,54,32,51,47,63,57,52,25,59,58,25,42,42,38,48,51,55,54,43,63,56,47,74,51,56,33,65,63,28,43,35,58,63,66,62,9,13,11,7,10,0
14294,jay idzes,62,21,190,78,2,61,46,57,55,59,66,51,39,56,66,47,53,44,49,63,58,62,61,53,55,52,65,61,63,70,42,62,61,54,49,47,53,50,65,62,13,6,12,12,12,0
14295,sergi cardona bermudez,62,21,186,76,2,61,35,48,58,61,53,64,33,55,46,35,61,46,34,38,54,69,55,54,54,72,40,56,56,47,29,65,55,46,45,44,43,61,63,72,6,11,11,15,7,0
14296,aitor cordoba querejeta,62,26,181,73,2,58,34,43,47,65,55,37,29,58,53,33,41,35,34,48,53,55,60,38,60,66,56,72,57,51,24,56,67,35,34,40,53,65,67,66,9,14,6,10,10,0
14297,iker bilbao mendiguren,62,25,182,77,2,59,53,63,61,55,66,49,49,61,71,48,62,53,68,67,64,58,60,56,58,61,63,73,70,64,55,65,53,46,60,57,56,55,52,60,8,12,8,13,13,0
14298,daniel garrido pena,62,21,170,70,3,58,50,61,62,57,55,53,47,58,69,41,59,47,46,62,64,60,56,59,62,81,58,55,69,46,50,62,60,48,60,54,54,50,59,68,14,9,8,12,9,0
14299,nicolas garcia,62,20,185,78,2,68,62,51,61,26,55,38,64,62,59,62,58,40,39,48,62,68,68,70,60,62,60,72,64,55,57,41,28,66,57,60,58,19,23,19,11,15,14,14,13,0
14300,tobias gunte,62,24,194,82,2,55,33,41,44,61,73,22,29,61,59,35,35,30,22,44,55,53,56,44,50,46,48,72,64,80,27,65,60,30,32,36,46,58,64,59,13,7,15,13,6,0
14301,stanko juric,62,24,189,83,2,58,40,54,56,62,67,41,27,61,63,26,53,42,34,57,60,55,60,54,57,48,66,66,60,71,52,68,62,30,55,35,64,65,62,58,13,7,11,13,7,0
14302,milos jovicic,62,26,187,83,2,63,37,41,40,62,73,32,30,55,52,26,32,33,35,48,44,60,66,48,53,50,50,69,64,84,42,59,62,32,28,48,50,60,66,63,8,9,11,11,13,0
14303,sebastian aigner,62,20,180,72,2,66,41,55,61,57,64,41,37,48,62,33,57,54,37,54,63,64,67,68,65,63,51,58,72,61,42,64,64,35,61,37,57,54,59,57,6,10,12,14,12,0
14304,belmin jenciragic,62,21,183,71,1,0,0,0,0,0,0,11,9,13,17,9,13,14,11,29,10,58,57,63,63,60,42,76,31,61,6,24,17,7,45,19,42,15,10,13,61,58,56,59,65,58
14305,luca herrmann,62,22,176,71,2,66,52,68,62,49,64,68,45,45,70,39,58,66,70,66,64,65,66,76,55,72,66,58,70,61,59,66,45,54,64,46,53,50,53,49,6,15,7,14,6,0
14306,emilio kehrer,62,19,171,65,2,58,64,46,65,25,57,40,66,56,54,62,65,38,29,37,64,55,60,77,59,74,67,63,67,56,58,47,20,63,52,63,44,19,24,22,7,10,10,11,10,0
14307,michal kaput,62,23,185,76,2,59,42,57,53,58,64,48,35,49,65,37,49,42,35,63,57,53,63,57,62,57,49,55,63,68,52,57,61,35,57,47,52,60,58,56,9,7,6,7,5,0
14308,michal bezpalec,62,24,182,77,2,68,34,52,52,61,66,40,29,61,61,28,42,28,34,56,58,66,70,62,59,67,41,69,61,73,35,55,62,37,55,42,60,59,62,58,11,5,9,12,6,0
14309,malcom bokele,62,21,180,70,2,62,30,36,42,66,59,31,24,64,41,34,34,35,27,36,44,64,60,49,54,68,47,68,62,57,25,56,61,26,35,40,58,66,69,70,14,12,10,7,14,0
14310,vico meien,62,23,186,79,2,64,47,55,58,61,71,54,47,57,63,33,54,38,40,59,62,63,64,62,56,67,52,78,73,74,49,60,60,44,46,41,57,63,62,59,14,14,12,10,5,0
14311,felix strauss,62,20,186,80,2,70,40,55,57,59,72,45,33,58,63,29,56,44,37,54,62,68,71,53,60,47,62,64,73,74,38,66,60,31,58,38,58,56,62,58,7,8,14,10,11,0
14312,lucas covolan cavagnari,62,30,193,85,1,0,0,0,0,0,0,12,5,31,33,7,14,14,10,35,11,15,30,31,53,23,46,63,27,66,8,27,6,4,38,19,26,7,13,12,61,60,61,62,63,21
14313,william mejia,62,22,183,74,2,68,52,66,65,49,59,60,50,50,72,47,67,60,51,73,65,67,68,67,52,61,61,53,63,62,50,46,40,55,60,51,58,46,54,59,5,13,15,13,8,0
14314,felix higl,62,24,194,83,2,64,61,50,58,27,69,45,65,66,58,46,61,30,23,40,62,54,72,52,50,41,66,63,64,81,55,49,24,59,60,53,42,24,20,19,13,7,14,8,13,0
14315,lukas kunze,62,23,189,81,2,68,52,55,63,57,72,42,55,55,64,29,62,35,37,55,64,68,68,68,63,67,62,69,78,76,44,57,62,59,64,38,55,55,58,49,7,9,14,10,10,0
14316,jason ceka,62,21,169,63,3,78,59,56,67,25,48,51,58,40,60,53,64,60,42,58,65,80,76,91,54,90,62,46,63,34,62,65,21,58,53,55,56,19,28,25,7,9,9,12,13,0
14317,vinko sapina,62,26,194,84,2,58,32,54,48,62,74,47,29,62,63,32,44,31,39,55,53,57,59,54,56,46,44,60,75,82,25,58,61,30,53,42,44,65,63,53,13,12,5,12,12,0
14318,yannik engelhardt,62,20,184,77,2,66,45,57,60,58,65,58,38,58,64,37,58,42,38,60,61,63,68,62,64,62,57,67,73,63,47,58,59,56,52,44,56,56,61,56,9,14,6,13,8,0
14319,marko gajic,62,29,190,80,2,58,31,48,42,60,77,55,22,60,54,31,38,25,26,49,39,55,60,56,57,42,44,72,66,85,35,72,55,41,39,35,48,60,63,58,11,14,5,9,13,0
14320,enrique wild,62,21,176,66,2,75,51,57,63,57,55,59,47,42,62,32,61,57,58,57,60,76,75,78,55,76,55,72,62,46,59,62,57,57,45,42,56,55,62,60,14,13,11,6,5,0
14321,luis gorlich,62,21,181,76,2,68,40,54,58,57,61,58,35,47,60,42,57,48,32,46,58,69,67,70,57,67,48,57,68,60,39,58,58,42,50,47,43,53,63,58,14,10,13,11,8,0
14322,unai rementeria castro,62,21,182,80,2,67,56,60,57,61,67,53,51,62,66,47,56,48,43,65,58,65,69,57,56,72,63,60,73,64,61,70,64,64,59,55,53,63,58,60,7,8,13,12,13,0
14323,leon krekovic,62,21,182,76,2,74,59,61,62,47,65,62,58,56,63,52,63,54,55,60,61,71,76,66,56,63,67,70,71,68,56,49,48,58,60,56,57,42,48,46,15,6,9,6,9,0
14324,fabio blanco gomez,62,17,179,71,2,73,56,55,66,28,46,58,59,34,59,54,68,56,50,50,66,72,74,70,47,71,59,51,54,44,49,39,20,59,52,51,52,28,31,30,15,6,7,10,8,0
14325,yannik jaeschke,62,27,184,79,2,66,63,52,59,32,67,57,64,63,54,57,57,56,57,38,61,67,66,60,57,58,63,63,71,72,60,48,30,65,50,62,64,30,28,27,6,11,8,14,10,0
14326,linus meyer,62,29,185,78,2,73,60,60,65,29,59,61,60,51,59,57,64,58,64,56,61,71,74,80,56,75,62,44,64,68,59,34,23,58,63,51,58,28,28,26,11,7,6,11,7,0
14327,tom zimmerschied,62,22,180,76,3,69,56,57,65,35,56,50,58,43,61,56,64,52,41,60,67,71,67,71,53,69,57,54,64,55,52,47,23,59,62,46,57,34,38,42,7,7,10,5,14,0
14328,semih guler,62,26,184,83,2,61,36,47,48,61,73,40,25,61,57,27,42,39,35,66,50,61,61,51,50,58,61,70,64,79,42,68,61,23,28,42,64,57,63,64,8,9,11,6,11,0
14329,konrad faber,62,23,179,69,2,69,54,58,66,42,57,62,57,36,63,54,68,50,40,52,63,67,70,72,59,75,60,65,62,61,40,41,39,50,54,55,58,44,42,46,6,5,13,14,15,0
14330,junior fabrice sambu mansoni,62,25,185,78,2,76,57,53,60,55,70,56,56,48,57,46,61,51,50,51,58,73,78,66,54,58,63,74,73,72,57,62,53,61,48,54,64,51,60,61,10,7,5,8,13,0
14331,tobias dombrowa,62,21,170,70,2,72,60,59,66,25,41,65,62,42,63,58,66,41,32,55,66,72,72,82,42,83,63,49,41,46,56,26,21,55,62,50,45,24,23,23,14,15,10,8,6,0
14332,beyhan ametov,62,22,179,70,2,74,60,52,65,23,53,55,63,32,58,62,65,65,30,30,62,78,71,82,65,80,60,69,70,55,57,25,16,60,55,45,42,18,28,28,5,6,6,7,10,0
14333,jonas fedl,62,22,188,74,2,60,26,39,46,63,64,28,23,65,50,20,45,21,29,33,40,56,63,57,60,57,37,72,62,65,24,60,63,20,40,38,51,62,64,63,15,7,7,9,10,0
14334,markus wallner,62,24,184,72,3,78,62,54,63,28,55,58,65,41,55,48,66,55,36,48,63,76,79,64,52,62,71,40,65,58,52,38,28,56,58,52,49,25,25,32,8,8,6,6,14,0
14335,gonzalo miceli,62,23,169,66,2,65,40,62,64,57,50,49,33,62,72,38,64,47,41,75,65,67,64,59,58,83,57,59,54,42,35,62,54,39,55,49,49,50,63,61,12,11,6,10,10,0
14336,kouame autonne,62,20,184,83,2,71,27,47,48,61,74,38,24,59,51,24,41,44,25,60,49,64,76,65,51,52,39,72,69,81,21,61,66,23,45,32,56,57,62,58,13,10,12,9,11,0
14337,patrick monteiro,62,23,180,70,2,71,62,65,62,35,58,66,58,48,65,63,62,73,72,64,60,70,72,75,48,69,71,68,61,56,66,59,30,57,63,56,60,34,35,35,12,10,10,7,12,0
14338,angel lopez ramon,62,18,176,70,2,76,36,51,60,58,63,53,35,46,56,33,61,47,42,46,56,76,76,69,59,75,36,59,69,65,33,50,55,51,47,37,51,57,63,61,5,8,6,14,15,0
14339,lenny lobato,62,20,174,70,2,72,60,52,68,30,51,56,60,39,55,57,68,49,42,44,69,71,72,73,55,74,62,55,60,48,61,44,28,54,53,60,53,24,33,37,5,13,6,9,6,0
14340,przemyslaw banaszak,62,24,187,78,2,81,59,50,59,18,70,43,61,58,56,42,58,42,29,47,56,83,79,72,56,68,62,63,65,78,55,57,13,62,57,63,52,17,11,16,14,12,11,6,15,0
